EDITION,NAME,TOKEN,ATTRIBUTE:COLLECTION,ATTRIBUTE:TITLE,ATTRIBUTE:MINTAGE,ATTRIBUTE:POWER,ATTRIBUTE:YEAR,ATTRIBUTE:EDITION,ATTRIBUTE:SCORE,RANKING,MEDIA:ORIGINAL,MEDIA:THUMBNAIL
79,Emidas Genesis Act 6,GNOGENDUP-814470-0437,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
80,Emidas Genesis Act 6,GNOGENDUP-814470-0438,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
81,Emidas Genesis Act 6,GNOGENDUP-814470-0439,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
82,Emidas Genesis Act 6,GNOGENDUP-814470-043A,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
83,Emidas Genesis Act 6,GNOGENDUP-814470-043B,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
84,Emidas Genesis Act 6,GNOGENDUP-814470-043C,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
85,Emidas Genesis Act 6,GNOGENDUP-814470-043D,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
86,Emidas Genesis Act 6,GNOGENDUP-814470-043E,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
87,Emidas Genesis Act 6,GNOGENDUP-814470-043F,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
88,Emidas Genesis Act 6,GNOGENDUP-814470-0440,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
89,Emidas Genesis Act 6,GNOGENDUP-814470-0441,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
90,Emidas Genesis Act 6,GNOGENDUP-814470-0442,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
91,Emidas Genesis Act 6,GNOGENDUP-814470-0443,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
92,Emidas Genesis Act 6,GNOGENDUP-814470-0444,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
93,Emidas Genesis Act 6,GNOGENDUP-814470-0445,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
94,Emidas Genesis Act 6,GNOGENDUP-814470-0446,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
95,Emidas Genesis Act 6,GNOGENDUP-814470-0447,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
96,Emidas Genesis Act 6,GNOGENDUP-814470-0448,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
97,Emidas Genesis Act 6,GNOGENDUP-814470-0449,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
98,Emidas Genesis Act 6,GNOGENDUP-814470-044A,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
99,Emidas Genesis Act 6,GNOGENDUP-814470-044B,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
100,Emidas Genesis Act 6,GNOGENDUP-814470-044C,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
101,Emidas Genesis Act 6,GNOGENDUP-814470-044D,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
102,Emidas Genesis Act 6,GNOGENDUP-814470-044E,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
103,Emidas Genesis Act 6,GNOGENDUP-814470-044F,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
104,Emidas Genesis Act 6,GNOGENDUP-814470-0450,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
105,Emidas Genesis Act 6,GNOGENDUP-814470-0451,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
106,Emidas Genesis Act 6,GNOGENDUP-814470-0452,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
107,Emidas Genesis Act 6,GNOGENDUP-814470-0453,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
108,Emidas Genesis Act 6,GNOGENDUP-814470-0454,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
109,Emidas Genesis Act 6,GNOGENDUP-814470-0455,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
110,Emidas Genesis Act 6,GNOGENDUP-814470-0456,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
111,Emidas Genesis Act 6,GNOGENDUP-814470-0457,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
112,Emidas Genesis Act 6,GNOGENDUP-814470-0458,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
113,Emidas Genesis Act 6,GNOGENDUP-814470-0459,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
114,Emidas Genesis Act 6,GNOGENDUP-814470-045A,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
115,Emidas Genesis Act 6,GNOGENDUP-814470-045B,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
116,Emidas Genesis Act 6,GNOGENDUP-814470-045C,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
117,Emidas Genesis Act 6,GNOGENDUP-814470-045D,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
118,Emidas Genesis Act 6,GNOGENDUP-814470-045E,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
119,Emidas Genesis Act 6,GNOGENDUP-814470-045F,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
120,Emidas Genesis Act 6,GNOGENDUP-814470-0460,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
121,Emidas Genesis Act 6,GNOGENDUP-814470-0461,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
122,Emidas Genesis Act 6,GNOGENDUP-814470-0462,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
123,Emidas Genesis Act 6,GNOGENDUP-814470-0463,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
124,Emidas Genesis Act 6,GNOGENDUP-814470-0464,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
125,Emidas Genesis Act 6,GNOGENDUP-814470-0465,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
126,Emidas Genesis Act 6,GNOGENDUP-814470-0466,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
127,Emidas Genesis Act 6,GNOGENDUP-814470-0467,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
128,Emidas Genesis Act 6,GNOGENDUP-814470-0468,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
129,Emidas Genesis Act 6,GNOGENDUP-814470-0469,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
130,Emidas Genesis Act 6,GNOGENDUP-814470-046A,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
131,Emidas Genesis Act 6,GNOGENDUP-814470-046B,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
132,Emidas Genesis Act 6,GNOGENDUP-814470-046C,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
133,Emidas Genesis Act 6,GNOGENDUP-814470-046D,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
134,Emidas Genesis Act 6,GNOGENDUP-814470-046E,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
135,Emidas Genesis Act 6,GNOGENDUP-814470-046F,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
136,Emidas Genesis Act 6,GNOGENDUP-814470-0470,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
137,Emidas Genesis Act 6,GNOGENDUP-814470-0471,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
138,Emidas Genesis Act 6,GNOGENDUP-814470-0472,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
139,Emidas Genesis Act 6,GNOGENDUP-814470-0473,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
140,Emidas Genesis Act 6,GNOGENDUP-814470-0474,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
141,Emidas Genesis Act 6,GNOGENDUP-814470-0475,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
142,Emidas Genesis Act 6,GNOGENDUP-814470-0476,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
143,Emidas Genesis Act 6,GNOGENDUP-814470-0477,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
144,Emidas Genesis Act 6,GNOGENDUP-814470-0478,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
145,Emidas Genesis Act 6,GNOGENDUP-814470-0479,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
146,Emidas Genesis Act 6,GNOGENDUP-814470-047A,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
147,Emidas Genesis Act 6,GNOGENDUP-814470-047B,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
148,Emidas Genesis Act 6,GNOGENDUP-814470-047C,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
149,Emidas Genesis Act 6,GNOGENDUP-814470-047D,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
150,Emidas Genesis Act 6,GNOGENDUP-814470-047E,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
151,Emidas Genesis Act 6,GNOGENDUP-814470-047F,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
152,Emidas Genesis Act 6,GNOGENDUP-814470-0480,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
153,Emidas Genesis Act 6,GNOGENDUP-814470-0481,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
154,Emidas Genesis Act 6,GNOGENDUP-814470-0482,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
155,Emidas Genesis Act 6,GNOGENDUP-814470-0483,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
156,Emidas Genesis Act 6,GNOGENDUP-814470-0484,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
157,Emidas Genesis Act 6,GNOGENDUP-814470-0485,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
158,Emidas Genesis Act 6,GNOGENDUP-814470-0486,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
159,Emidas Genesis Act 6,GNOGENDUP-814470-0487,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
160,Emidas Genesis Act 6,GNOGENDUP-814470-0488,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
161,Emidas Genesis Act 6,GNOGENDUP-814470-0489,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
162,Emidas Genesis Act 6,GNOGENDUP-814470-048A,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
163,Emidas Genesis Act 6,GNOGENDUP-814470-048B,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
164,Emidas Genesis Act 6,GNOGENDUP-814470-048C,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
165,Emidas Genesis Act 6,GNOGENDUP-814470-048D,Emidas Genesis,The Weight of The World,200,100,2021,GR,N/A,N/A,https://ipfs.io/ipfs/QmaHLrEp8FtF2B3g2Fz5kvW79FxFsiggaWvFxcboW5cSFs/GR/Emidas%20ACT%206%20GR%20FINAL%20NFT.mp4,
